language,number,constructions
artificial_language_g99_37,18,18
artificial_language_g99_37,19,19
artificial_language_g99_37,20,20
artificial_language_g99_37,21,21
artificial_language_g99_37,22,22
artificial_language_g99_37,23,23
artificial_language_g99_37,24,24
artificial_language_g99_37,25,25
artificial_language_g99_37,26,26
artificial_language_g99_37,27,27
artificial_language_g99_37,28,28
artificial_language_g99_37,29,29
artificial_language_g99_37,30,30
artificial_language_g99_37,31,31
artificial_language_g99_37,32,32
artificial_language_g99_37,33,33
artificial_language_g99_37,34,34
artificial_language_g99_37,35,35
artificial_language_g99_37,36,36
artificial_language_g99_37,37,37
artificial_language_g99_37,38,38
artificial_language_g99_37,39,39
artificial_language_g99_37,40,40
artificial_language_g99_37,41,41
artificial_language_g99_37,42,42
artificial_language_g99_37,43,43
artificial_language_g99_37,44,44
artificial_language_g99_37,45,45
artificial_language_g99_37,46,46
artificial_language_g99_37,47,47
artificial_language_g99_37,48,48
artificial_language_g99_37,49,49
artificial_language_g99_37,50,50
artificial_language_g99_37,51,51
artificial_language_g99_37,52,52
artificial_language_g99_37,53,53
artificial_language_g99_37,54,54
artificial_language_g99_37,55,55
artificial_language_g99_37,56,56
artificial_language_g99_37,57,57
artificial_language_g99_37,58,58
artificial_language_g99_37,59,59
artificial_language_g99_37,60,60
artificial_language_g99_37,61,61
artificial_language_g99_37,62,62
artificial_language_g99_37,63,63
artificial_language_g99_37,64,64
artificial_language_g99_37,65,65
artificial_language_g99_37,66,66
artificial_language_g99_37,67,67
artificial_language_g99_37,68,68
artificial_language_g99_37,69,69
artificial_language_g99_37,70,70
artificial_language_g99_37,71,71
artificial_language_g99_37,72,72
artificial_language_g99_37,73,73
artificial_language_g99_37,74,74
artificial_language_g99_37,75,75
artificial_language_g99_37,76,76
artificial_language_g99_37,77,77
artificial_language_g99_37,78,(1 * 78)
artificial_language_g99_37,79,(78 + 1)
artificial_language_g99_37,80,80
artificial_language_g99_37,81,(78 + 3)
artificial_language_g99_37,82,(78 + 4)
artificial_language_g99_37,83,(78 + 5)
artificial_language_g99_37,84,(78 + 6)
artificial_language_g99_37,85,(78 + 7)
artificial_language_g99_37,86,(78 + 8)
artificial_language_g99_37,87,(78 + 9)
artificial_language_g99_37,88,(78 + 10)
artificial_language_g99_37,89,(78 + 11)
artificial_language_g99_37,90,(78 + 12)
artificial_language_g99_37,91,(78 + 13)
artificial_language_g99_37,92,(78 + 14)
artificial_language_g99_37,93,(78 + 15)
artificial_language_g99_37,94,94
artificial_language_g99_37,95,(78 + 17)
artificial_language_g99_37,96,(78 + 18)
artificial_language_g99_37,97,(78 + 19)
artificial_language_g99_37,98,(78 + 20)
artificial_language_g99_37,99,(78 + 21)
artificial_language_g99_38,1,1
artificial_language_g99_38,2,2
artificial_language_g99_38,3,3
artificial_language_g99_38,4,4
artificial_language_g99_38,5,5
artificial_language_g99_38,6,6
artificial_language_g99_38,7,7
artificial_language_g99_38,8,8
artificial_language_g99_38,9,9
artificial_language_g99_38,10,10
artificial_language_g99_38,11,11
artificial_language_g99_38,12,12
artificial_language_g99_38,13,13
artificial_language_g99_38,14,14
artificial_language_g99_38,15,15
artificial_language_g99_38,16,16
artificial_language_g99_38,17,17
artificial_language_g99_38,18,18
artificial_language_g99_38,19,19
artificial_language_g99_38,20,20
artificial_language_g99_38,21,21
artificial_language_g99_38,22,22
artificial_language_g99_38,23,23
artificial_language_g99_38,24,24
artificial_language_g99_38,25,25
artificial_language_g99_38,26,26
artificial_language_g99_38,27,27
artificial_language_g99_38,28,28
artificial_language_g99_38,29,29
artificial_language_g99_38,30,30
artificial_language_g99_38,31,31
artificial_language_g99_38,32,32
artificial_language_g99_38,33,33
artificial_language_g99_38,34,34
artificial_language_g99_38,35,35
artificial_language_g99_38,36,36
artificial_language_g99_38,37,37
artificial_language_g99_38,38,38
artificial_language_g99_38,39,39
artificial_language_g99_38,40,40
artificial_language_g99_38,41,41
artificial_language_g99_38,42,42
artificial_language_g99_38,43,43
artificial_language_g99_38,44,44
artificial_language_g99_38,45,45
artificial_language_g99_38,46,46
artificial_language_g99_38,47,47
artificial_language_g99_38,48,48
artificial_language_g99_38,49,49
artificial_language_g99_38,50,50
artificial_language_g99_38,51,51
artificial_language_g99_38,52,52
artificial_language_g99_38,53,53
artificial_language_g99_38,54,54
artificial_language_g99_38,55,55
artificial_language_g99_38,56,56
artificial_language_g99_38,57,57
artificial_language_g99_38,58,58
artificial_language_g99_38,59,59
artificial_language_g99_38,60,60
artificial_language_g99_38,61,61
artificial_language_g99_38,62,62
artificial_language_g99_38,63,63
artificial_language_g99_38,64,64
artificial_language_g99_38,65,65
artificial_language_g99_38,66,66
artificial_language_g99_38,67,67
artificial_language_g99_38,68,68
artificial_language_g99_38,69,69
artificial_language_g99_38,70,70
artificial_language_g99_38,71,71
artificial_language_g99_38,72,72
artificial_language_g99_38,73,73
artificial_language_g99_38,74,74
artificial_language_g99_38,75,75
artificial_language_g99_38,76,76
artificial_language_g99_38,77,(76 + 1)
artificial_language_g99_38,78,78
artificial_language_g99_38,79,79
artificial_language_g99_38,80,80
artificial_language_g99_38,81,81
artificial_language_g99_38,82,82
artificial_language_g99_38,83,(82 + 1)
artificial_language_g99_38,84,84
artificial_language_g99_38,85,85
artificial_language_g99_38,86,86
artificial_language_g99_38,87,(86 + 1)
artificial_language_g99_38,88,(86 + 2)
artificial_language_g99_38,89,89
artificial_language_g99_38,90,(89 + 1)
artificial_language_g99_38,91,(89 + 2)
artificial_language_g99_38,92,92
artificial_language_g99_38,93,(92 + 1)
artificial_language_g99_38,94,(92 + 2)
artificial_language_g99_38,95,(92 + 3)
artificial_language_g99_38,96,96
artificial_language_g99_38,97,97
artificial_language_g99_38,98,98
artificial_language_g99_38,99,ERR
artificial_language_g99_39,1,1
artificial_language_g99_39,2,2
artificial_language_g99_39,3,3
artificial_language_g99_39,4,4
artificial_language_g99_39,5,5
artificial_language_g99_39,6,6
artificial_language_g99_39,7,7
artificial_language_g99_39,8,8
artificial_language_g99_39,9,9
artificial_language_g99_39,10,10
artificial_language_g99_39,11,11
artificial_language_g99_39,12,12
artificial_language_g99_39,13,13
artificial_language_g99_39,14,14
artificial_language_g99_39,15,15
artificial_language_g99_39,16,16
artificial_language_g99_39,17,17
artificial_language_g99_39,18,18
artificial_language_g99_39,19,19
artificial_language_g99_39,20,20
artificial_language_g99_39,21,21
artificial_language_g99_39,22,22
artificial_language_g99_39,23,23
artificial_language_g99_39,24,24
artificial_language_g99_39,25,25
artificial_language_g99_39,26,26
artificial_language_g99_39,27,27
artificial_language_g99_39,28,28
artificial_language_g99_39,29,29
artificial_language_g99_39,30,30
artificial_language_g99_39,31,31
artificial_language_g99_39,32,32
artificial_language_g99_39,33,33
artificial_language_g99_39,34,34
artificial_language_g99_39,35,35
artificial_language_g99_39,36,36
artificial_language_g99_39,37,37
artificial_language_g99_39,38,38
artificial_language_g99_39,39,39
artificial_language_g99_39,40,40
artificial_language_g99_39,41,41
artificial_language_g99_39,42,42
artificial_language_g99_39,43,43
artificial_language_g99_39,44,44
artificial_language_g99_39,45,45
artificial_language_g99_39,46,46
artificial_language_g99_39,47,47
artificial_language_g99_39,48,48
artificial_language_g99_39,49,49
artificial_language_g99_39,50,50
artificial_language_g99_39,51,51
artificial_language_g99_39,52,52
artificial_language_g99_39,53,53
artificial_language_g99_39,54,54
artificial_language_g99_39,55,55
artificial_language_g99_39,56,56
artificial_language_g99_39,57,57
artificial_language_g99_39,58,58
artificial_language_g99_39,59,59
artificial_language_g99_39,60,60
artificial_language_g99_39,61,61
artificial_language_g99_39,62,62
artificial_language_g99_39,63,63
artificial_language_g99_39,64,64
artificial_language_g99_39,65,65
artificial_language_g99_39,66,66
artificial_language_g99_39,67,67
artificial_language_g99_39,68,68
artificial_language_g99_39,69,69
artificial_language_g99_39,70,70
artificial_language_g99_39,71,71
artificial_language_g99_39,72,72
artificial_language_g99_39,73,73
artificial_language_g99_39,74,74
artificial_language_g99_39,75,75
artificial_language_g99_39,76,76
artificial_language_g99_39,77,77
artificial_language_g99_39,78,78
artificial_language_g99_39,79,79
artificial_language_g99_39,80,80
artificial_language_g99_39,81,81
artificial_language_g99_39,82,82
artificial_language_g99_39,83,83
artificial_language_g99_39,84,84
artificial_language_g99_39,85,85
artificial_language_g99_39,86,86
artificial_language_g99_39,87,87
artificial_language_g99_39,88,88
artificial_language_g99_39,89,89
artificial_language_g99_39,90,90
artificial_language_g99_39,91,91
artificial_language_g99_39,92,92
artificial_language_g99_39,93,93
artificial_language_g99_39,94,94
artificial_language_g99_39,95,95
artificial_language_g99_39,96,96
artificial_language_g99_39,97,97
artificial_language_g99_39,98,98
artificial_language_g99_39,99,(1 * 99)
artificial_language_g99_40,1,1
artificial_language_g99_40,2,2
artificial_language_g99_40,3,3
artificial_language_g99_40,4,4
artificial_language_g99_40,5,5
artificial_language_g99_40,6,6
artificial_language_g99_40,7,7
artificial_language_g99_40,8,8
artificial_language_g99_40,9,9
artificial_language_g99_40,10,10
artificial_language_g99_40,11,11
artificial_language_g99_40,12,12
artificial_language_g99_40,13,13
artificial_language_g99_40,14,14
artificial_language_g99_40,15,15
artificial_language_g99_40,16,16
artificial_language_g99_40,17,17
artificial_language_g99_40,18,18
artificial_language_g99_40,19,19
artificial_language_g99_40,20,20
artificial_language_g99_40,21,21
artificial_language_g99_40,22,22
artificial_language_g99_40,23,23
artificial_language_g99_40,24,24
artificial_language_g99_40,25,25
artificial_language_g99_40,26,(25 + 1)
artificial_language_g99_40,27,(25 + 2)
artificial_language_g99_40,28,(25 + 3)
artificial_language_g99_40,29,(25 + 4)
artificial_language_g99_40,30,(25 + 5)
artificial_language_g99_40,31,(25 + 6)
artificial_language_g99_40,32,(25 + 7)
artificial_language_g99_40,33,(25 + 8)
artificial_language_g99_40,34,(25 + 9)
artificial_language_g99_40,35,(25 + 10)
artificial_language_g99_40,36,(25 + 11)
artificial_language_g99_40,37,(50 - 13)
artificial_language_g99_40,38,(50 - 12)
artificial_language_g99_40,39,(50 - 11)
artificial_language_g99_40,40,(50 - 10)
artificial_language_g99_40,41,(50 - 9)
artificial_language_g99_40,42,(50 - 8)
artificial_language_g99_40,43,(50 - 7)
artificial_language_g99_40,44,(50 - 6)
artificial_language_g99_40,45,(50 - 5)
artificial_language_g99_40,46,(50 - 4)
artificial_language_g99_40,47,(50 - 3)
artificial_language_g99_40,48,(50 - 2)
artificial_language_g99_40,49,(50 - 1)
artificial_language_g99_40,50,50
artificial_language_g99_40,51,51
artificial_language_g99_40,52,52
artificial_language_g99_40,53,53
artificial_language_g99_40,54,54
artificial_language_g99_40,55,55
artificial_language_g99_40,56,56
artificial_language_g99_40,57,57
artificial_language_g99_40,58,58
artificial_language_g99_40,59,(58 + 1)
artificial_language_g99_40,60,60
artificial_language_g99_40,61,61
artificial_language_g99_40,62,62
artificial_language_g99_40,63,63
artificial_language_g99_40,64,(62 + 2)
artificial_language_g99_40,65,65
artificial_language_g99_40,66,66
artificial_language_g99_40,67,67
artificial_language_g99_40,68,68
artificial_language_g99_40,69,69
artificial_language_g99_40,70,70
artificial_language_g99_40,71,71
artificial_language_g99_40,72,72
artificial_language_g99_40,73,73
artificial_language_g99_40,74,74
artificial_language_g99_40,75,75
artificial_language_g99_40,76,76
artificial_language_g99_40,77,77
artificial_language_g99_40,78,78
artificial_language_g99_40,79,79
artificial_language_g99_40,80,80
artificial_language_g99_40,81,81
artificial_language_g99_40,82,(81 + 1)
artificial_language_g99_40,83,83
artificial_language_g99_40,84,84
artificial_language_g99_40,85,85
artificial_language_g99_40,86,86
artificial_language_g99_40,87,87
artificial_language_g99_40,88,88
artificial_language_g99_40,89,89
artificial_language_g99_40,90,90
artificial_language_g99_40,91,91
artificial_language_g99_40,92,92
artificial_language_g99_40,93,93
artificial_language_g99_40,94,94
artificial_language_g99_40,95,95
artificial_language_g99_40,96,96
artificial_language_g99_40,97,97
artificial_language_g99_40,98,98
artificial_language_g99_40,99,ERR
artificial_language_g99_41,1,1
artificial_language_g99_41,2,2
artificial_language_g99_41,3,3
artificial_language_g99_41,4,4
artificial_language_g99_41,5,5
artificial_language_g99_41,6,6
artificial_language_g99_41,7,7
artificial_language_g99_41,8,8
artificial_language_g99_41,9,9
artificial_language_g99_41,10,10
artificial_language_g99_41,11,11
artificial_language_g99_41,12,12
artificial_language_g99_41,13,13
artificial_language_g99_41,14,14
artificial_language_g99_41,15,15
artificial_language_g99_41,16,16
artificial_language_g99_41,17,17
artificial_language_g99_41,18,18
artificial_language_g99_41,19,19
artificial_language_g99_41,20,20
artificial_language_g99_41,21,21
artificial_language_g99_41,22,22
artificial_language_g99_41,23,23
artificial_language_g99_41,24,24
artificial_language_g99_41,25,25
artificial_language_g99_41,26,26
artificial_language_g99_41,27,27
artificial_language_g99_41,28,28
artificial_language_g99_41,29,29
artificial_language_g99_41,30,30
artificial_language_g99_41,31,31
artificial_language_g99_41,32,32
artificial_language_g99_41,33,33
artificial_language_g99_41,34,34
artificial_language_g99_41,35,35
artificial_language_g99_41,36,36
artificial_language_g99_41,37,37
artificial_language_g99_41,38,38
artificial_language_g99_41,39,39
artificial_language_g99_41,40,40
artificial_language_g99_41,41,41
artificial_language_g99_41,42,42
artificial_language_g99_41,43,43
artificial_language_g99_41,44,44
artificial_language_g99_41,45,45
artificial_language_g99_41,46,46
artificial_language_g99_41,47,47
artificial_language_g99_41,48,48
artificial_language_g99_41,49,49
artificial_language_g99_41,50,50
artificial_language_g99_41,51,51
artificial_language_g99_41,52,52
artificial_language_g99_41,53,53
artificial_language_g99_41,54,54
artificial_language_g99_41,55,55
artificial_language_g99_41,56,56
artificial_language_g99_41,57,57
artificial_language_g99_41,58,58
artificial_language_g99_41,59,59
artificial_language_g99_41,60,60
artificial_language_g99_41,61,61
artificial_language_g99_41,62,62
artificial_language_g99_41,63,63
artificial_language_g99_41,64,64
artificial_language_g99_41,65,65
artificial_language_g99_41,66,66
artificial_language_g99_41,67,67
artificial_language_g99_41,68,68
artificial_language_g99_41,69,69
artificial_language_g99_41,70,70
artificial_language_g99_41,71,71
artificial_language_g99_41,72,72
artificial_language_g99_41,73,73
artificial_language_g99_41,74,74
artificial_language_g99_41,75,75
artificial_language_g99_41,76,76
artificial_language_g99_41,77,77
artificial_language_g99_41,78,78
artificial_language_g99_41,79,79
artificial_language_g99_41,80,80
artificial_language_g99_41,81,81
artificial_language_g99_41,82,82
artificial_language_g99_41,83,83
artificial_language_g99_41,84,84
artificial_language_g99_41,85,85
artificial_language_g99_41,86,86
artificial_language_g99_41,87,87
artificial_language_g99_41,88,88
artificial_language_g99_41,89,89
artificial_language_g99_41,90,90
artificial_language_g99_41,91,91
artificial_language_g99_41,92,92
artificial_language_g99_41,93,93
artificial_language_g99_41,94,94
artificial_language_g99_41,95,95
artificial_language_g99_41,96,96
artificial_language_g99_41,97,97
artificial_language_g99_41,98,98
artificial_language_g99_41,99,ERR
artificial_language_g99_42,1,1
artificial_language_g99_42,2,2
artificial_language_g99_42,3,3
artificial_language_g99_42,4,4
artificial_language_g99_42,5,5
artificial_language_g99_42,6,6
artificial_language_g99_42,7,7
artificial_language_g99_42,8,8
artificial_language_g99_42,9,9
artificial_language_g99_42,10,10
artificial_language_g99_42,11,11
artificial_language_g99_42,12,12
artificial_language_g99_42,13,13
artificial_language_g99_42,14,14
artificial_language_g99_42,15,15
artificial_language_g99_42,16,16
artificial_language_g99_42,17,17
artificial_language_g99_42,18,18
artificial_language_g99_42,19,(1 * 19)
artificial_language_g99_42,20,(1 * 20)
artificial_language_g99_42,21,(1 * 21)
artificial_language_g99_42,22,(1 * 22)
artificial_language_g99_42,23,(1 * 23)
artificial_language_g99_42,24,(1 * 24)
artificial_language_g99_42,25,(1 * 25)
artificial_language_g99_42,26,(1 * 26)
artificial_language_g99_42,27,(1 * 27)
artificial_language_g99_42,28,(1 * 28)
artificial_language_g99_42,29,(1 * 29)
artificial_language_g99_42,30,(1 * 30)
artificial_language_g99_42,31,(1 * 31)
artificial_language_g99_42,32,(1 * 32)
artificial_language_g99_42,33,(1 * 33)
artificial_language_g99_42,34,(1 * 34)
artificial_language_g99_42,35,(1 * 35)
artificial_language_g99_42,36,(1 * 36)
artificial_language_g99_42,37,(1 * 37)
artificial_language_g99_42,38,(1 * 38)
artificial_language_g99_42,39,(1 * 39)
artificial_language_g99_42,40,(1 * 40)
artificial_language_g99_42,41,41
artificial_language_g99_42,42,42
artificial_language_g99_42,43,43
artificial_language_g99_42,44,44
artificial_language_g99_42,45,45
artificial_language_g99_42,46,46
artificial_language_g99_42,47,47
artificial_language_g99_42,48,48
artificial_language_g99_42,49,49
artificial_language_g99_42,50,50
artificial_language_g99_42,51,51
artificial_language_g99_42,52,52
artificial_language_g99_42,53,53
artificial_language_g99_42,54,54
artificial_language_g99_42,55,55
artificial_language_g99_42,56,56
artificial_language_g99_42,57,57
artificial_language_g99_42,58,58
artificial_language_g99_42,59,59
artificial_language_g99_42,60,60
artificial_language_g99_42,61,61
artificial_language_g99_42,62,62
artificial_language_g99_42,63,63
artificial_language_g99_42,64,64
artificial_language_g99_42,65,65
artificial_language_g99_42,66,66
artificial_language_g99_42,67,67
artificial_language_g99_42,68,68
artificial_language_g99_42,69,69
artificial_language_g99_42,70,70
artificial_language_g99_42,71,71
artificial_language_g99_42,72,72
artificial_language_g99_42,73,73
artificial_language_g99_42,74,74
artificial_language_g99_42,75,75
artificial_language_g99_42,76,76
artificial_language_g99_42,77,77
artificial_language_g99_42,78,78
artificial_language_g99_42,79,79
artificial_language_g99_42,80,80
artificial_language_g99_42,81,81
artificial_language_g99_42,82,82
artificial_language_g99_42,83,83
artificial_language_g99_42,84,84
artificial_language_g99_42,85,85
artificial_language_g99_42,86,86
artificial_language_g99_42,87,87
artificial_language_g99_42,88,88
artificial_language_g99_42,89,89
artificial_language_g99_42,90,90
artificial_language_g99_42,91,91
artificial_language_g99_42,92,92
artificial_language_g99_42,93,93
artificial_language_g99_42,94,94
artificial_language_g99_42,95,95
artificial_language_g99_42,96,96
artificial_language_g99_42,97,97
artificial_language_g99_42,98,98
artificial_language_g99_42,99,ERR
artificial_language_g99_43,1,1
artificial_language_g99_43,2,2
artificial_language_g99_43,3,3
artificial_language_g99_43,4,4
artificial_language_g99_43,5,5
artificial_language_g99_43,6,6
artificial_language_g99_43,7,7
artificial_language_g99_43,8,8
artificial_language_g99_43,9,9
artificial_language_g99_43,10,10
artificial_language_g99_43,11,11
artificial_language_g99_43,12,12
artificial_language_g99_43,13,13
artificial_language_g99_43,14,14
artificial_language_g99_43,15,15
artificial_language_g99_43,16,16
artificial_language_g99_43,17,17
artificial_language_g99_43,18,18
artificial_language_g99_43,19,19
artificial_language_g99_43,20,20
artificial_language_g99_43,21,21
artificial_language_g99_43,22,22
artificial_language_g99_43,23,23
artificial_language_g99_43,24,24
artificial_language_g99_43,25,25
artificial_language_g99_43,26,26
artificial_language_g99_43,27,27
artificial_language_g99_43,28,28
artificial_language_g99_43,29,29
artificial_language_g99_43,30,30
artificial_language_g99_43,31,31
artificial_language_g99_43,32,32
artificial_language_g99_43,33,33
artificial_language_g99_43,34,34
artificial_language_g99_43,35,35
artificial_language_g99_43,36,36
artificial_language_g99_43,37,37
artificial_language_g99_43,38,38
artificial_language_g99_43,39,39
artificial_language_g99_43,40,40
artificial_language_g99_43,41,41
artificial_language_g99_43,42,42
artificial_language_g99_43,43,43
artificial_language_g99_43,44,44
artificial_language_g99_43,45,45
artificial_language_g99_43,46,46
artificial_language_g99_43,47,47
artificial_language_g99_43,48,48
artificial_language_g99_43,49,49
artificial_language_g99_43,50,50
artificial_language_g99_43,51,51
artificial_language_g99_43,52,52
artificial_language_g99_43,53,53
artificial_language_g99_43,54,54
artificial_language_g99_43,55,55
artificial_language_g99_43,56,56
artificial_language_g99_43,57,57
artificial_language_g99_43,58,58
artificial_language_g99_43,59,59
artificial_language_g99_43,60,60
artificial_language_g99_43,61,61
artificial_language_g99_43,62,62
artificial_language_g99_43,63,63
artificial_language_g99_43,64,64
artificial_language_g99_43,65,65
artificial_language_g99_43,66,66
artificial_language_g99_43,67,67
artificial_language_g99_43,68,68
artificial_language_g99_43,69,69
artificial_language_g99_43,70,70
artificial_language_g99_43,71,71
artificial_language_g99_43,72,72
artificial_language_g99_43,73,73
artificial_language_g99_43,74,74
artificial_language_g99_43,75,75
artificial_language_g99_43,76,76
artificial_language_g99_43,77,77
artificial_language_g99_43,78,78
artificial_language_g99_43,79,79
artificial_language_g99_43,80,80
artificial_language_g99_43,81,81
artificial_language_g99_43,82,82
artificial_language_g99_43,83,83
artificial_language_g99_43,84,84
artificial_language_g99_43,85,85
artificial_language_g99_43,86,86
artificial_language_g99_43,87,87
artificial_language_g99_43,88,88
artificial_language_g99_43,89,89
artificial_language_g99_43,90,90
artificial_language_g99_43,91,91
artificial_language_g99_43,92,92
artificial_language_g99_43,93,93
artificial_language_g99_43,94,94
artificial_language_g99_43,95,95
artificial_language_g99_43,96,96
artificial_language_g99_43,97,97
artificial_language_g99_43,98,98
artificial_language_g99_43,99,ERR
artificial_language_g99_44,1,1
artificial_language_g99_44,2,2
artificial_language_g99_44,3,3
artificial_language_g99_44,4,4
artificial_language_g99_44,5,5
artificial_language_g99_44,6,6
artificial_language_g99_44,7,7
artificial_language_g99_44,8,8
artificial_language_g99_44,9,9
artificial_language_g99_44,10,10
artificial_language_g99_44,11,11
artificial_language_g99_44,12,12
artificial_language_g99_44,13,13
artificial_language_g99_44,14,14
artificial_language_g99_44,15,15
artificial_language_g99_44,16,16
artificial_language_g99_44,17,17
artificial_language_g99_44,18,18
artificial_language_g99_44,19,19
artificial_language_g99_44,20,20
artificial_language_g99_44,21,21
artificial_language_g99_44,22,22
artificial_language_g99_44,23,23
artificial_language_g99_44,24,24
artificial_language_g99_44,25,25
artificial_language_g99_44,26,26
artificial_language_g99_44,27,27
artificial_language_g99_44,28,28
artificial_language_g99_44,29,29
artificial_language_g99_44,30,30
artificial_language_g99_44,31,31
artificial_language_g99_44,32,32
artificial_language_g99_44,33,33
artificial_language_g99_44,34,34
artificial_language_g99_44,35,35
artificial_language_g99_44,36,36
artificial_language_g99_44,37,37
artificial_language_g99_44,38,38
artificial_language_g99_44,39,39
artificial_language_g99_44,40,40
artificial_language_g99_44,41,41
artificial_language_g99_44,42,(41 + 1)
artificial_language_g99_44,43,(41 + 2)
artificial_language_g99_44,44,(41 + 3)
artificial_language_g99_44,45,(41 + 4)
artificial_language_g99_44,46,(41 + 5)
artificial_language_g99_44,47,47
artificial_language_g99_44,48,(41 + 7)
artificial_language_g99_44,49,(41 + 8)
artificial_language_g99_44,50,(41 + 9)
artificial_language_g99_44,51,(41 + 10)
artificial_language_g99_44,52,(41 + 11)
artificial_language_g99_44,53,(41 + 12)
artificial_language_g99_44,54,(41 + 13)
artificial_language_g99_44,55,(41 + 14)
artificial_language_g99_44,56,(41 + 15)
artificial_language_g99_44,57,(41 + 16)
artificial_language_g99_44,58,(41 + 17)
artificial_language_g99_44,59,(41 + 18)
artificial_language_g99_44,60,(41 + 19)
artificial_language_g99_44,61,(41 + 20)
artificial_language_g99_44,62,(41 + 21)
artificial_language_g99_44,63,(41 + 22)
artificial_language_g99_44,64,64
artificial_language_g99_44,65,(64 + 1)
artificial_language_g99_44,66,(64 + 2)
artificial_language_g99_44,67,67
artificial_language_g99_44,68,(64 + 4)
artificial_language_g99_44,69,(64 + 5)
artificial_language_g99_44,70,70
artificial_language_g99_44,71,(64 + 7)
artificial_language_g99_44,72,(64 + 8)
artificial_language_g99_44,73,(64 + 9)
artificial_language_g99_44,74,(64 + 10)
artificial_language_g99_44,75,(64 + 11)
artificial_language_g99_44,76,(64 + 12)
artificial_language_g99_44,77,(64 + 13)
artificial_language_g99_44,78,(64 + 14)
artificial_language_g99_44,79,(64 + 15)
artificial_language_g99_44,80,(64 + 16)
artificial_language_g99_44,81,(64 + 17)
artificial_language_g99_44,82,(64 + 18)
artificial_language_g99_44,83,(64 + 19)
artificial_language_g99_44,84,(64 + 20)
artificial_language_g99_44,85,(64 + 21)
artificial_language_g99_44,86,(64 + 22)
artificial_language_g99_44,87,(64 + 23)
artificial_language_g99_44,88,(64 + 24)
artificial_language_g99_44,89,(64 + 25)
artificial_language_g99_44,90,(64 + 26)
artificial_language_g99_44,91,(64 + 27)
artificial_language_g99_44,92,(64 + 28)
artificial_language_g99_44,93,(64 + 29)
artificial_language_g99_44,94,(64 + 30)
artificial_language_g99_44,95,(64 + 31)
artificial_language_g99_44,96,(64 + 32)
artificial_language_g99_44,97,97
artificial_language_g99_44,98,(64 + 34)
artificial_language_g99_44,99,(64 + 35)
artificial_language_g99_45,1,1
artificial_language_g99_45,2,2
artificial_language_g99_45,3,3
artificial_language_g99_45,4,4
artificial_language_g99_45,5,5
artificial_language_g99_45,6,6
artificial_language_g99_45,7,7
artificial_language_g99_45,8,8
artificial_language_g99_45,9,9
artificial_language_g99_45,10,10
artificial_language_g99_45,11,11
artificial_language_g99_45,12,12
artificial_language_g99_45,13,13
artificial_language_g99_45,14,14
artificial_language_g99_45,15,15
artificial_language_g99_45,16,16
artificial_language_g99_45,17,17
artificial_language_g99_45,18,18
artificial_language_g99_45,19,19
artificial_language_g99_45,20,20
artificial_language_g99_45,21,21
artificial_language_g99_45,22,22
artificial_language_g99_45,23,23
artificial_language_g99_45,24,24
artificial_language_g99_45,25,25
artificial_language_g99_45,26,(1 * 26)
artificial_language_g99_45,27,((1 * 26) + 1)
artificial_language_g99_45,28,28
artificial_language_g99_45,29,((1 * 26) + 3)
artificial_language_g99_45,30,((1 * 26) + 4)
artificial_language_g99_45,31,((1 * 26) + 5)
artificial_language_g99_45,32,((1 * 26) + 6)
artificial_language_g99_45,33,((1 * 26) + 7)
artificial_language_g99_45,34,((1 * 26) + 8)
artificial_language_g99_45,35,((1 * 26) + 9)
artificial_language_g99_45,36,((1 * 26) + 10)
artificial_language_g99_45,37,((1 * 26) + 11)
artificial_language_g99_45,38,38
artificial_language_g99_45,39,((1 * 26) + 13)
artificial_language_g99_45,40,((1 * 26) + 14)
artificial_language_g99_45,41,((1 * 26) + 15)
artificial_language_g99_45,42,((1 * 26) + 16)
artificial_language_g99_45,43,((1 * 26) + 17)
artificial_language_g99_45,44,((1 * 26) + 18)
artificial_language_g99_45,45,((1 * 26) + 19)
artificial_language_g99_45,46,((1 * 26) + 20)
artificial_language_g99_45,47,((1 * 26) + 21)
artificial_language_g99_45,48,(52 - 4)
artificial_language_g99_45,49,(52 - 3)
artificial_language_g99_45,50,(52 - 2)
artificial_language_g99_45,51,51
artificial_language_g99_45,52,(1 * 52)
artificial_language_g99_45,53,53
artificial_language_g99_45,54,(1 * 54)
artificial_language_g99_45,55,55
artificial_language_g99_45,56,(1 * 56)
artificial_language_g99_45,57,(1 * 57)
artificial_language_g99_45,58,(1 * 58)
artificial_language_g99_45,59,(1 * 59)
artificial_language_g99_45,60,60
artificial_language_g99_45,61,(1 * 61)
artificial_language_g99_45,62,(1 * 62)
artificial_language_g99_45,63,(1 * 63)
artificial_language_g99_45,64,(1 * 64)
artificial_language_g99_45,65,(1 * 65)
artificial_language_g99_45,66,(1 * 66)
artificial_language_g99_45,67,(1 * 67)
artificial_language_g99_45,68,(1 * 68)
artificial_language_g99_45,69,(1 * 69)
artificial_language_g99_45,70,(1 * 70)
artificial_language_g99_45,71,(1 * 71)
artificial_language_g99_45,72,(1 * 72)
artificial_language_g99_45,73,(1 * 73)
artificial_language_g99_45,74,(1 * 74)
artificial_language_g99_45,75,(1 * 75)
artificial_language_g99_45,76,(1 * 76)
artificial_language_g99_45,77,77
artificial_language_g99_45,78,(1 * 78)
artificial_language_g99_45,79,(1 * 79)
artificial_language_g99_45,80,(1 * 80)
